date,team,points,mp
4/2/2017,Stoke City,36,30
4/2/2017,Southampton,34,28
4/2/2017,Bournemouth,34,30
4/2/2017,Watford,34,29
4/2/2017,Leicester City,33,29
4/2/2017,West Ham,33,30
4/2/2017,Burnley,32,30
4/2/2017,Crystal Palace,31,29
4/2/2017,Swansea City,27,29
4/2/2017,Hull City,27,30
4/2/2017,Middlesbrough,22,28
4/2/2017,Sunderland,20,29
4/4/2017,Chelsea,69,29
4/4/2017,Tottenham,62,29
4/4/2017,Liverpool,59,30
4/4/2017,Manchester City,58,29
4/4/2017,Manchester Utd,53,28
4/4/2017,Arsenal,51,28
4/4/2017,Everton,50,30
4/4/2017,West Brom,44,30
4/4/2017,Stoke City,36,30
4/4/2017,Southampton,34,28
4/4/2017,Bournemouth,34,30
4/4/2017,Watford,34,29
4/4/2017,Leicester City,33,29
4/4/2017,West Ham,33,30
4/4/2017,Burnley,32,30
4/4/2017,Crystal Palace,31,29
4/4/2017,Swansea City,28,30
4/4/2017,Hull City,27,30
4/4/2017,Middlesbrough,23,29
4/4/2017,Sunderland,20,29
4/5/2017,Chelsea,69,29
4/5/2017,Tottenham,62,29
4/5/2017,Liverpool,59,30
4/5/2017,Manchester City,58,29
4/5/2017,Manchester Utd,54,29
4/5/2017,Arsenal,51,28
4/5/2017,Everton,51,31
4/5/2017,West Brom,44,31
4/5/2017,Watford,37,30
4/5/2017,Leicester City,36,30
4/5/2017,Stoke City,36,31
4/5/2017,Burnley,35,31
4/5/2017,Southampton,34,28
4/5/2017,Bournemouth,34,30
4/5/2017,West Ham,33,30
4/5/2017,Crystal Palace,31,29
4/5/2017,Swansea City,28,30
4/5/2017,Hull City,27,30
4/5/2017,Middlesbrough,23,29
4/5/2017,Sunderland,20,30
4/8/2017,Chelsea,72,30
4/8/2017,Tottenham,65,30
4/8/2017,Liverpool,60,31
4/8/2017,Manchester City,58,30
4/8/2017,Arsenal,54,29
4/8/2017,Manchester Utd,54,29
4/8/2017,Everton,51,31
4/8/2017,West Brom,44,31
4/8/2017,Southampton,37,29
4/8/2017,Watford,37,30
4/8/2017,Leicester City,36,30
4/8/2017,Stoke City,36,31
4/8/2017,Bournemouth,35,31
4/8/2017,Burnley,35,31
4/8/2017,West Ham,33,31
4/8/2017,Crystal Palace,31,30
4/8/2017,Hull City,30,31
4/8/2017,Swansea City,28,31
4/8/2017,Middlesbrough,23,30
4/8/2017,Sunderland,20,30
4/9/2017,Chelsea,75,31
4/9/2017,Tottenham,68,31
4/9/2017,Liverpool,63,32
4/9/2017,Manchester City,61,31
4/9/2017,Arsenal,54,29
4/9/2017,Manchester Utd,54,29
4/9/2017,Everton,51,31
4/9/2017,West Brom,44,32
4/9/2017,Southampton,40,30
4/9/2017,Watford,37,31
4/9/2017,Leicester City,36,30
4/9/2017,Burnley,36,32
4/9/2017,Stoke City,36,32
4/9/2017,West Ham,36,32
4/9/2017,Bournemouth,35,32
4/9/2017,Crystal Palace,31,30
4/9/2017,Hull City,30,32
4/9/2017,Swansea City,28,32
4/9/2017,Middlesbrough,24,31
4/9/2017,Sunderland,20,30
4/10/2017,Chelsea,75,31
4/10/2017,Tottenham,68,31
4/10/2017,Liverpool,63,32
4/10/2017,Manchester City,61,31
4/10/2017,Manchester Utd,57,30
4/10/2017,Arsenal,54,29
4/10/2017,Everton,54,32
4/10/2017,West Brom,44,32
4/10/2017,Southampton,40,30
4/10/2017,Watford,37,31
4/10/2017,Leicester City,36,31
4/10/2017,Burnley,36,32
4/10/2017,Stoke City,36,32
4/10/2017,West Ham,36,32
4/10/2017,Bournemouth,35,32
4/10/2017,Crystal Palace,31,30
4/10/2017,Hull City,30,32
4/10/2017,Swansea City,28,32
4/10/2017,Middlesbrough,24,31
4/10/2017,Sunderland,20,31
4/15/2017,Chelsea,75,31
4/15/2017,Tottenham,68,31
4/15/2017,Liverpool,63,32
4/15/2017,Manchester City,61,31
4/15/2017,Manchester Utd,57,30
4/15/2017,Arsenal,54,30
4/15/2017,Everton,54,32
4/15/2017,West Brom,44,32
4/15/2017,Southampton,40,30
4/15/2017,Watford,37,31
4/15/2017,Leicester City,36,31
4/15/2017,Burnley,36,32
4/15/2017,Stoke City,36,32
4/15/2017,West Ham,36,32
4/15/2017,Bournemouth,35,32
4/15/2017,Crystal Palace,34,31
4/15/2017,Hull City,30,32
4/15/2017,Swansea City,28,32
4/15/2017,Middlesbrough,24,31
4/15/2017,Sunderland,20,31
4/16/2017,Chelsea,75,31
4/16/2017,Tottenham,71,32
4/16/2017,Manchester City,64,32
4/16/2017,Liverpool,63,32
4/16/2017,Everton,57,33
4/16/2017,Manchester Utd,57,30
4/16/2017,Arsenal,54,30
4/16/2017,West Brom,44,32
4/16/2017,Southampton,40,31
4/16/2017,Watford,40,32
4/16/2017,Stoke City,39,33
4/16/2017,Leicester City,37,32
4/16/2017,West Ham,37,33
4/16/2017,Burnley,36,33
4/16/2017,Crystal Palace,35,32
4/16/2017,Bournemouth,35,33
4/16/2017,Hull City,30,33
4/16/2017,Swansea City,28,33
4/16/2017,Middlesbrough,24,31
4/16/2017,Sunderland,21,32
4/17/2017,Chelsea,75,32
4/17/2017,Tottenham,71,32
4/17/2017,Liverpool,66,33
4/17/2017,Manchester City,64,32
4/17/2017,Manchester Utd,60,31
4/17/2017,Everton,57,33
4/17/2017,Arsenal,54,30
4/17/2017,West Brom,44,33
4/17/2017,Southampton,40,31
4/17/2017,Watford,40,32
4/17/2017,Stoke City,39,33
4/17/2017,Leicester City,37,32
4/17/2017,West Ham,37,33
4/17/2017,Burnley,36,33
4/17/2017,Crystal Palace,35,32
4/17/2017,Bournemouth,35,33
4/17/2017,Hull City,30,33
4/17/2017,Swansea City,28,33
4/17/2017,Middlesbrough,24,31
4/17/2017,Sunderland,21,32
4/22/2017,Chelsea,75,32
4/22/2017,Tottenham,71,32
4/22/2017,Liverpool,66,33
4/22/2017,Manchester City,64,32
4/22/2017,Manchester Utd,60,31
4/22/2017,Arsenal,57,31
4/22/2017,Everton,57,33
4/22/2017,West Brom,44,33
4/22/2017,Southampton,40,31
4/22/2017,Watford,40,32
4/22/2017,Stoke City,39,33
4/22/2017,Leicester City,37,32
4/22/2017,West Ham,37,33
4/22/2017,Burnley,36,33
4/22/2017,Crystal Palace,35,32
4/22/2017,Bournemouth,35,33
4/22/2017,Hull City,30,33
4/22/2017,Swansea City,28,33
4/22/2017,Middlesbrough,24,32
4/22/2017,Sunderland,21,32
4/23/2017,Chelsea,75,32
4/23/2017,Tottenham,71,32
4/23/2017,Liverpool,66,33
4/23/2017,Manchester City,64,32
4/23/2017,Manchester Utd,60,31
4/23/2017,Everton,58,34
4/23/2017,Arsenal,57,31
4/23/2017,West Brom,44,33
4/23/2017,Southampton,40,31
4/23/2017,Watford,40,33
4/23/2017,Stoke City,39,34
4/23/2017,Bournemouth,38,34
4/23/2017,West Ham,38,34
4/23/2017,Leicester City,37,32
4/23/2017,Burnley,36,33
4/23/2017,Crystal Palace,35,32
4/23/2017,Hull City,33,34
4/23/2017,Swansea City,31,34
4/23/2017,Middlesbrough,24,33
4/23/2017,Sunderland,21,32
4/25/2017,Chelsea,75,32
4/25/2017,Tottenham,71,32
4/25/2017,Liverpool,66,34
4/25/2017,Manchester City,64,32
4/25/2017,Manchester Utd,63,32
4/25/2017,Everton,58,34
4/25/2017,Arsenal,57,31
4/25/2017,West Brom,44,33
4/25/2017,Southampton,40,31
4/25/2017,Watford,40,33
4/25/2017,Stoke City,39,34
4/25/2017,Crystal Palace,38,33
4/25/2017,Bournemouth,38,34
4/25/2017,West Ham,38,34
4/25/2017,Leicester City,37,32
4/25/2017,Burnley,36,34
4/25/2017,Hull City,33,34
4/25/2017,Swansea City,31,34
4/25/2017,Middlesbrough,24,33
4/25/2017,Sunderland,21,32
4/26/2017,Chelsea,78,33
4/26/2017,Tottenham,71,32
4/26/2017,Liverpool,66,34
4/26/2017,Manchester City,64,32
4/26/2017,Manchester Utd,63,32
4/26/2017,Everton,58,34
4/26/2017,Arsenal,57,31
4/26/2017,West Brom,44,33
4/26/2017,Southampton,40,32
4/26/2017,Watford,40,33
4/26/2017,Stoke City,39,34
4/26/2017,Crystal Palace,38,33
4/26/2017,Bournemouth,38,34
4/26/2017,West Ham,38,34
4/26/2017,Leicester City,37,32
4/26/2017,Burnley,36,34
4/26/2017,Hull City,33,34
4/26/2017,Swansea City,31,34
4/26/2017,Middlesbrough,24,33
4/26/2017,Sunderland,21,32
4/27/2017,Chelsea,78,33
4/27/2017,Tottenham,74,33
4/27/2017,Liverpool,66,34
4/27/2017,Manchester City,64,32
4/27/2017,Manchester Utd,63,32
4/27/2017,Arsenal,60,32
4/27/2017,Everton,58,34
4/27/2017,West Brom,44,33
4/27/2017,Southampton,40,32
4/27/2017,Watford,40,33
4/27/2017,Stoke City,39,34
4/27/2017,Crystal Palace,38,34
4/27/2017,Bournemouth,38,34
4/27/2017,West Ham,38,34
4/27/2017,Leicester City,37,33
4/27/2017,Burnley,36,34
4/27/2017,Hull City,33,34
4/27/2017,Swansea City,31,34
4/27/2017,Middlesbrough,27,34
4/27/2017,Sunderland,21,33
4/29/2017,Chelsea,78,33
4/29/2017,Tottenham,74,33
4/29/2017,Liverpool,66,34
4/29/2017,Manchester City,65,33
4/29/2017,Manchester Utd,64,33
4/29/2017,Arsenal,60,32
4/29/2017,Everton,58,34
4/29/2017,West Brom,44,33
4/29/2017,Southampton,40,32
4/29/2017,Watford,40,33
4/29/2017,Stoke City,39,34
4/29/2017,Crystal Palace,38,34
4/29/2017,Bournemouth,38,34
4/29/2017,West Ham,38,34
4/29/2017,Leicester City,37,33
4/29/2017,Burnley,36,34
4/29/2017,Hull City,33,34
4/29/2017,Swansea City,31,34
4/29/2017,Middlesbrough,27,34
4/29/2017,Sunderland,21,33
4/30/2017,Chelsea,78,33
4/30/2017,Tottenham,74,33
4/30/2017,Liverpool,66,34
4/30/2017,Manchester City,65,33
4/30/2017,Manchester Utd,64,33
4/30/2017,Arsenal,60,32
4/30/2017,Everton,58,34
4/30/2017,West Brom,44,34
4/30/2017,Southampton,41,33
4/30/2017,Bournemouth,41,35
4/30/2017,Leicester City,40,34
4/30/2017,Stoke City,40,35
4/30/2017,Watford,40,33
4/30/2017,Burnley,39,35
4/30/2017,West Ham,39,35
4/30/2017,Crystal Palace,38,35
4/30/2017,Hull City,34,35
4/30/2017,Swansea City,31,34
4/30/2017,Middlesbrough,27,34
4/30/2017,Sunderland,21,34
5/1/2017,Chelsea,81,34
5/1/2017,Tottenham,77,34
5/1/2017,Liverpool,66,34
5/1/2017,Manchester City,66,34
5/1/2017,Manchester Utd,65,34
5/1/2017,Arsenal,60,33
5/1/2017,Everton,58,35
5/1/2017,West Brom,44,34
5/1/2017,Southampton,41,33
5/1/2017,Bournemouth,41,35
5/1/2017,Leicester City,40,34
5/1/2017,Stoke City,40,35
5/1/2017,Watford,40,33
5/1/2017,Burnley,39,35
5/1/2017,West Ham,39,35
5/1/2017,Crystal Palace,38,35
5/1/2017,Hull City,34,35
5/1/2017,Swansea City,32,35
5/1/2017,Middlesbrough,28,35
5/1/2017,Sunderland,21,34
5/5/2017,Chelsea,81,34
5/5/2017,Tottenham,77,34
5/5/2017,Liverpool,69,35
5/5/2017,Manchester City,66,34
5/5/2017,Manchester Utd,65,34
5/5/2017,Arsenal,60,33
5/5/2017,Everton,58,35
5/5/2017,West Brom,44,34
5/5/2017,Southampton,41,33
5/5/2017,Bournemouth,41,35
5/5/2017,Leicester City,40,34
5/5/2017,Stoke City,40,35
5/5/2017,Watford,40,34
5/5/2017,Burnley,39,35
5/5/2017,West Ham,39,35
5/5/2017,Crystal Palace,38,35
5/5/2017,Hull City,34,35
5/5/2017,Swansea City,32,35
5/5/2017,Middlesbrough,28,35
5/5/2017,Sunderland,21,34
5/6/2017,Chelsea,81,34
5/6/2017,Tottenham,77,35
5/6/2017,Liverpool,69,35
5/6/2017,Manchester City,66,34
5/6/2017,Manchester Utd,65,34
5/6/2017,Arsenal,60,33
5/6/2017,Everton,58,35
5/6/2017,West Brom,44,34
5/6/2017,West Ham,42,36
5/6/2017,Southampton,41,33
5/6/2017,Bournemouth,41,35
5/6/2017,Leicester City,40,34
5/6/2017,Stoke City,40,35
5/6/2017,Watford,40,34
5/6/2017,Burnley,39,35
5/6/2017,Crystal Palace,38,35
5/6/2017,Hull City,34,35
5/6/2017,Swansea City,32,35
5/6/2017,Middlesbrough,28,35
5/6/2017,Sunderland,21,34
5/7/2017,Chelsea,81,34
5/7/2017,Tottenham,77,35
5/7/2017,Manchester City,69,35
5/7/2017,Liverpool,69,35
5/7/2017,Manchester Utd,65,34
5/7/2017,Arsenal,60,33
5/7/2017,Everton,58,36
5/7/2017,West Brom,45,35
5/7/2017,Leicester City,43,35
5/7/2017,Bournemouth,42,36
5/7/2017,West Ham,42,36
5/7/2017,Southampton,41,33
5/7/2017,Stoke City,41,36
5/7/2017,Burnley,40,36
5/7/2017,Watford,40,35
5/7/2017,Crystal Palace,38,36
5/7/2017,Swansea City,35,36
5/7/2017,Hull City,34,36
5/7/2017,Middlesbrough,28,35
5/7/2017,Sunderland,24,35
5/8/2017,Chelsea,81,34
5/8/2017,Tottenham,77,35
5/8/2017,Liverpool,70,36
5/8/2017,Manchester City,69,35
5/8/2017,Manchester Utd,65,35
5/8/2017,Arsenal,63,34
5/8/2017,Everton,58,36
5/8/2017,West Brom,45,35
5/8/2017,Leicester City,43,35
5/8/2017,Southampton,42,34
5/8/2017,Bournemouth,42,36
5/8/2017,West Ham,42,36
5/8/2017,Stoke City,41,36
5/8/2017,Burnley,40,36
5/8/2017,Watford,40,35
5/8/2017,Crystal Palace,38,36
5/8/2017,Swansea City,35,36
5/8/2017,Hull City,34,36
5/8/2017,Middlesbrough,28,35
5/8/2017,Sunderland,24,35
5/10/2017,Chelsea,84,35
5/10/2017,Tottenham,77,35
5/10/2017,Liverpool,70,36
5/10/2017,Manchester City,69,35
5/10/2017,Manchester Utd,65,35
5/10/2017,Arsenal,63,34
5/10/2017,Everton,58,36
5/10/2017,West Brom,45,35
5/10/2017,Leicester City,43,35
5/10/2017,Southampton,42,34
5/10/2017,Bournemouth,42,36
5/10/2017,West Ham,42,36
5/10/2017,Stoke City,41,36
5/10/2017,Burnley,40,36
5/10/2017,Watford,40,35
5/10/2017,Crystal Palace,38,36
5/10/2017,Swansea City,35,36
5/10/2017,Hull City,34,36
5/10/2017,Middlesbrough,28,36
5/10/2017,Sunderland,24,35
5/12/2017,Chelsea,84,35
5/12/2017,Tottenham,77,35
5/12/2017,Liverpool,70,36
5/12/2017,Manchester City,69,35
5/12/2017,Arsenal,66,35
5/12/2017,Manchester Utd,65,35
5/12/2017,Everton,58,36
5/12/2017,West Brom,45,35
5/12/2017,Leicester City,43,35
5/12/2017,Southampton,42,35
5/12/2017,Bournemouth,42,36
5/12/2017,West Ham,42,36
5/12/2017,Stoke City,41,36
5/12/2017,Burnley,40,36
5/12/2017,Watford,40,35
5/12/2017,Crystal Palace,38,36
5/12/2017,Swansea City,35,36
5/12/2017,Hull City,34,36
5/12/2017,Middlesbrough,28,36
5/12/2017,Sunderland,24,35
5/13/2017,Chelsea,87,36
5/13/2017,Tottenham,77,35
5/13/2017,Liverpool,70,36
5/13/2017,Manchester City,69,35
5/13/2017,Arsenal,66,35
5/13/2017,Manchester Utd,65,35
5/13/2017,Everton,61,37
5/13/2017,West Brom,45,36
5/13/2017,Leicester City,43,35
5/13/2017,Southampton,42,35
5/13/2017,Bournemouth,42,36
5/13/2017,West Ham,42,36
5/13/2017,Stoke City,41,36
5/13/2017,Burnley,40,36
5/13/2017,Watford,40,36
5/13/2017,Crystal Palace,38,36
5/13/2017,Swansea City,35,36
5/13/2017,Hull City,34,36
5/13/2017,Middlesbrough,28,36
5/13/2017,Sunderland,24,35
5/14/2017,Chelsea,87,36
5/14/2017,Tottenham,77,35
5/14/2017,Manchester City,72,36
5/14/2017,Liverpool,70,36
5/14/2017,Arsenal,69,36
5/14/2017,Manchester Utd,65,35
5/14/2017,Everton,61,37
5/14/2017,West Brom,45,36
5/14/2017,Southampton,45,36
5/14/2017,Bournemouth,45,37
5/14/2017,Leicester City,43,36
5/14/2017,West Ham,42,36
5/14/2017,Stoke City,41,37
5/14/2017,Burnley,40,37
5/14/2017,Watford,40,36
5/14/2017,Crystal Palace,38,36
5/14/2017,Swansea City,38,37
5/14/2017,Hull City,34,36
5/14/2017,Middlesbrough,28,37
5/14/2017,Sunderland,24,36
5/15/2017,Chelsea,87,36
5/15/2017,Tottenham,80,36
5/15/2017,Liverpool,73,37
5/15/2017,Manchester City,72,36
5/15/2017,Arsenal,69,36
5/15/2017,Manchester Utd,65,36
5/15/2017,Everton,61,37
5/15/2017,West Brom,45,36
5/15/2017,Southampton,45,36
5/15/2017,Bournemouth,45,37
5/15/2017,Leicester City,43,36
5/15/2017,West Ham,42,37
5/15/2017,Crystal Palace,41,37
5/15/2017,Stoke City,41,37
5/15/2017,Burnley,40,37
5/15/2017,Watford,40,36
5/15/2017,Swansea City,38,37
5/15/2017,Hull City,34,37
5/15/2017,Middlesbrough,28,37
5/15/2017,Sunderland,24,36
5/16/2017,Chelsea,90,37
5/16/2017,Tottenham,80,36
5/16/2017,Liverpool,73,37
5/16/2017,Manchester City,72,36
5/16/2017,Arsenal,69,36
5/16/2017,Manchester Utd,65,36
5/16/2017,Everton,61,37
5/16/2017,West Brom,45,36
5/16/2017,Southampton,45,36
5/16/2017,Bournemouth,45,37
5/16/2017,Leicester City,43,36
5/16/2017,West Ham,42,37
5/16/2017,Crystal Palace,41,37
5/16/2017,Stoke City,41,37
5/16/2017,Burnley,40,37
5/16/2017,Watford,40,37
5/16/2017,Swansea City,38,37
5/16/2017,Hull City,34,37
5/16/2017,Middlesbrough,28,37
5/16/2017,Sunderland,24,36
5/17/2017,Chelsea,90,37
5/17/2017,Tottenham,80,36
5/17/2017,Manchester City,75,37
5/17/2017,Liverpool,73,37
5/17/2017,Arsenal,72,37
5/17/2017,Manchester Utd,65,36
5/17/2017,Everton,61,37
5/17/2017,Southampton,45,36
5/17/2017,West Brom,45,37
5/17/2017,Bournemouth,45,37
5/17/2017,Leicester City,43,36
5/17/2017,West Ham,42,37
5/17/2017,Crystal Palace,41,37
5/17/2017,Stoke City,41,37
5/17/2017,Burnley,40,37
5/17/2017,Watford,40,37
5/17/2017,Swansea City,38,37
5/17/2017,Hull City,34,37
5/17/2017,Middlesbrough,28,37
5/17/2017,Sunderland,24,37
5/18/2017,Chelsea,90,37
5/18/2017,Tottenham,80,36
5/18/2017,Manchester City,75,37
5/18/2017,Liverpool,73,37
5/18/2017,Arsenal,72,37
5/18/2017,Manchester Utd,66,37
5/18/2017,Everton,61,37
5/18/2017,Southampton,46,37
5/18/2017,West Brom,45,37
5/18/2017,Bournemouth,45,37
5/18/2017,Leicester City,43,36
5/18/2017,West Ham,42,37
5/18/2017,Crystal Palace,41,37
5/18/2017,Stoke City,41,37
5/18/2017,Burnley,40,37
5/18/2017,Watford,40,37
5/18/2017,Swansea City,38,37
5/18/2017,Hull City,34,37
5/18/2017,Middlesbrough,28,37
5/18/2017,Sunderland,24,37
5/21/2017,Chelsea,90,37
5/21/2017,Tottenham,83,37
5/21/2017,Manchester City,75,37
5/21/2017,Liverpool,73,37
5/21/2017,Arsenal,72,37
5/21/2017,Manchester Utd,66,37
5/21/2017,Everton,61,37
5/21/2017,Southampton,46,37
5/21/2017,West Brom,45,37
5/21/2017,Bournemouth,45,37
5/21/2017,Leicester City,43,37
5/21/2017,West Ham,42,37
5/21/2017,Crystal Palace,41,37
5/21/2017,Stoke City,41,37
5/21/2017,Burnley,40,37
5/21/2017,Watford,40,37
5/21/2017,Swansea City,38,37
5/21/2017,Hull City,34,37
5/21/2017,Middlesbrough,28,37
5/21/2017,Sunderland,24,37
3/1/2018,Manchester City,72,27
3/1/2018,Manchester Utd,59,28
3/1/2018,Liverpool,57,28
3/1/2018,Tottenham,55,28
3/1/2018,Chelsea,53,28
3/1/2018,Arsenal,45,27
3/1/2018,Burnley,37,28
3/1/2018,Leicester City,36,28
3/1/2018,Everton,34,28
3/1/2018,Watford,33,28
3/1/2018,Bournemouth,32,28
3/1/2018,Brighton,31,28
3/1/2018,West Ham,30,28
3/1/2018,Huddersfield,30,28
3/1/2018,Newcastle Utd,29,28
3/1/2018,Southampton,27,28
3/1/2018,Crystal Palace,27,28
3/1/2018,Swansea City,27,28
3/1/2018,Stoke City,26,28
3/1/2018,West Brom,20,28
3/3/2018,Manchester City,75,28
3/3/2018,Manchester Utd,59,28
3/3/2018,Liverpool,57,28
3/3/2018,Tottenham,55,28
3/3/2018,Chelsea,53,28
3/3/2018,Arsenal,45,28
3/3/2018,Burnley,37,28
3/3/2018,Leicester City,36,28
3/3/2018,Everton,34,28
3/3/2018,Watford,33,28
3/3/2018,Bournemouth,32,28
3/3/2018,Brighton,31,28
3/3/2018,West Ham,30,28
3/3/2018,Huddersfield,30,28
3/3/2018,Newcastle Utd,29,28
3/3/2018,Southampton,27,28
3/3/2018,Crystal Palace,27,28
3/3/2018,Swansea City,27,28
3/3/2018,Stoke City,26,28
3/3/2018,West Brom,20,28
3/4/2018,Manchester City,75,28
3/4/2018,Liverpool,60,29
3/4/2018,Manchester Utd,59,28
3/4/2018,Tottenham,58,29
3/4/2018,Chelsea,53,28
3/4/2018,Arsenal,45,28
3/4/2018,Burnley,40,29
3/4/2018,Leicester City,37,29
3/4/2018,Watford,36,29
3/4/2018,Everton,34,29
3/4/2018,Bournemouth,33,29
3/4/2018,Brighton,31,28
3/4/2018,Swansea City,30,29
3/4/2018,West Ham,30,29
3/4/2018,Huddersfield,30,29
3/4/2018,Newcastle Utd,29,29
3/4/2018,Southampton,28,29
3/4/2018,Crystal Palace,27,28
3/4/2018,Stoke City,27,29
3/4/2018,West Brom,20,29
3/5/2018,Manchester City,78,29
3/5/2018,Liverpool,60,29
3/5/2018,Manchester Utd,59,28
3/5/2018,Tottenham,58,29
3/5/2018,Chelsea,53,29
3/5/2018,Arsenal,45,29
3/5/2018,Burnley,40,29
3/5/2018,Leicester City,37,29
3/5/2018,Watford,36,29
3/5/2018,Brighton,34,29
3/5/2018,Everton,34,29
3/5/2018,Bournemouth,33,29
3/5/2018,Swansea City,30,29
3/5/2018,West Ham,30,29
3/5/2018,Huddersfield,30,29
3/5/2018,Newcastle Utd,29,29
3/5/2018,Southampton,28,29
3/5/2018,Crystal Palace,27,28
3/5/2018,Stoke City,27,29
3/5/2018,West Brom,20,29
3/10/2018,Manchester City,78,29
3/10/2018,Manchester Utd,62,29
3/10/2018,Liverpool,60,29
3/10/2018,Tottenham,58,29
3/10/2018,Chelsea,53,29
3/10/2018,Arsenal,45,29
3/10/2018,Burnley,40,29
3/10/2018,Leicester City,37,29
3/10/2018,Watford,36,29
3/10/2018,Brighton,34,29
3/10/2018,Everton,34,29
3/10/2018,Bournemouth,33,29
3/10/2018,Swansea City,30,29
3/10/2018,West Ham,30,29
3/10/2018,Huddersfield,30,29
3/10/2018,Newcastle Utd,29,29
3/10/2018,Southampton,28,29
3/10/2018,Crystal Palace,27,29
3/10/2018,Stoke City,27,29
3/10/2018,West Brom,20,29
3/11/2018,Manchester City,78,29
3/11/2018,Manchester Utd,65,30
3/11/2018,Liverpool,60,30
3/11/2018,Tottenham,58,29
3/11/2018,Chelsea,56,30
3/11/2018,Arsenal,45,29
3/11/2018,Burnley,43,30
3/11/2018,Leicester City,40,30
3/11/2018,Everton,37,30
3/11/2018,Watford,36,29
3/11/2018,Brighton,34,30
3/11/2018,Bournemouth,33,29
3/11/2018,Newcastle Utd,32,30
3/11/2018,Swansea City,31,30
3/11/2018,Huddersfield,31,30
3/11/2018,West Ham,30,30
3/11/2018,Southampton,28,30
3/11/2018,Crystal Palace,27,30
3/11/2018,Stoke City,27,29
3/11/2018,West Brom,20,30
3/12/2018,Manchester City,78,29
3/12/2018,Manchester Utd,65,30
3/12/2018,Tottenham,61,30
3/12/2018,Liverpool,60,30
3/12/2018,Chelsea,56,30
3/12/2018,Arsenal,48,30
3/12/2018,Burnley,43,30
3/12/2018,Leicester City,40,30
3/12/2018,Everton,37,30
3/12/2018,Watford,36,30
3/12/2018,Brighton,34,30
3/12/2018,Bournemouth,33,30
3/12/2018,Newcastle Utd,32,30
3/12/2018,Swansea City,31,30
3/12/2018,Huddersfield,31,30
3/12/2018,West Ham,30,30
3/12/2018,Southampton,28,30
3/12/2018,Crystal Palace,27,30
3/12/2018,Stoke City,27,29
3/12/2018,West Brom,20,30
3/17/2018,Manchester City,81,30
3/17/2018,Manchester Utd,65,30
3/17/2018,Tottenham,61,30
3/17/2018,Liverpool,60,30
3/17/2018,Chelsea,56,30
3/17/2018,Arsenal,48,30
3/17/2018,Burnley,43,30
3/17/2018,Leicester City,40,30
3/17/2018,Everton,37,30
3/17/2018,Watford,36,30
3/17/2018,Brighton,34,30
3/17/2018,Bournemouth,33,30
3/17/2018,Newcastle Utd,32,30
3/17/2018,Swansea City,31,30
3/17/2018,Huddersfield,31,30
3/17/2018,West Ham,30,30
3/17/2018,Southampton,28,30
3/17/2018,Crystal Palace,27,30
3/17/2018,Stoke City,27,30
3/17/2018,West Brom,20,30
3/31/2018,Manchester City,81,30
3/31/2018,Manchester Utd,65,30
3/31/2018,Liverpool,63,31
3/31/2018,Tottenham,61,30
3/31/2018,Chelsea,56,30
3/31/2018,Arsenal,48,30
3/31/2018,Burnley,43,30
3/31/2018,Leicester City,40,30
3/31/2018,Everton,40,31
3/31/2018,Bournemouth,36,31
3/31/2018,Watford,36,31
3/31/2018,Brighton,34,30
3/31/2018,Newcastle Utd,32,30
3/31/2018,Swansea City,31,30
3/31/2018,Huddersfield,31,31
3/31/2018,Crystal Palace,30,31
3/31/2018,West Ham,30,30
3/31/2018,Southampton,28,30
3/31/2018,Stoke City,27,31
3/31/2018,West Brom,20,31
4/1/2018,Manchester City,84,31
4/1/2018,Manchester Utd,68,31
4/1/2018,Liverpool,66,32
4/1/2018,Tottenham,61,30
4/1/2018,Chelsea,56,30
4/1/2018,Arsenal,48,30
4/1/2018,Burnley,46,31
4/1/2018,Leicester City,43,31
4/1/2018,Everton,40,32
4/1/2018,Bournemouth,37,32
4/1/2018,Watford,37,32
4/1/2018,Newcastle Utd,35,31
4/1/2018,Brighton,34,31
4/1/2018,West Ham,33,31
4/1/2018,Swansea City,31,31
4/1/2018,Huddersfield,31,32
4/1/2018,Crystal Palace,30,32
4/1/2018,Southampton,28,31
4/1/2018,Stoke City,27,31
4/1/2018,West Brom,20,32
4/7/2018,Manchester City,84,31
